frame.number,frame.time_relative,ip.src,ip.dst,udp.length,udp.srcport,udp.dstport,dns.flags.response,dns.flags.rcode,dns.qry.name,dns.qry.name.len,dns.count.labels,dns.qry.type,dns.qry.class,dns.count.queries,dns.count.answers,dns.count.auth_rr,dns.count.add_rr,dns.resp.name,dns.resp.len,dns.resp.ttl
65,31.810644000,172.16.249.68,110.185.233.150,350,53,57251,1,0,dnscat.0783036b8c00000000792f5f5d0ef856b53b9da60de91c17f3f23a1a6c52.9ea5303f008e6460678d2582fc5a00409e96c711cfb8c4f085b6fe802140.67650652e1d9a4cf3fc3d222d1,155,4,5,0x00000001,1,1,0,0,dnscat.0783036b8c00000000792f5f5d0ef856b53b9da60de91c17f3f23a1a6c52.9ea5303f008e6460678d2582fc5a00409e96c711cfb8c4f085b6fe802140.67650652e1d9a4cf3fc3d222d1,157,60
66,31.811410000,172.16.249.68,110.185.233.150,144,53,57251,1,0,dnscat.6e17017c0fe0267ba064210097df95bd7e20776ec5daea42d57c30,61,2,15,0x00000001,1,1,0,0,dnscat.6e17017c0fe0267ba064210097df95bd7e20776ec5daea42d57c30,45,60
67,31.964063000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.4b6b017c0f9a578d48e7a900981bb19af6,41,2,15,0x00000001,1,0,0,0,,,
68,31.964582000,172.16.249.68,110.185.233.150,124,53,57251,1,0,dnscat.4b6b017c0f9a578d48e7a900981bb19af6,41,2,15,0x00000001,1,1,0,0,dnscat.4b6b017c0f9a578d48e7a900981bb19af6,45,60
69,32.711556000,110.185.233.150,172.16.249.68,108,57251,53,0,,dnscat.0255006b8c1c691ada841600005ec7b562b97c5cb330855517566182db70.d5a8dc85632d43,82,3,5,0x00000001,1,0,0,0,,,
70,32.712234000,172.16.249.68,110.185.233.150,163,53,57251,1,0,dnscat.0255006b8c1c691ada841600005ec7b562b97c5cb330855517566182db70.d5a8dc85632d43,82,3,5,0x00000001,1,1,0,0,dnscat.0255006b8c1c691ada841600005ec7b562b97c5cb330855517566182db70.d5a8dc85632d43,43,60
71,32.854039000,110.185.233.150,172.16.249.68,266,57251,53,0,,dnscat.2a90016b8c5d53a155bf550001534b97d717c9fbb7fa26d5b024a22a04b3.8f8b782f9e2fe9a30bf101f45cc3bdd8a0ce68e38d24fa42b7c8db20d8b9.f6395a31f03d9ff569843177abd4cfb5e43b70a683c57b846a9b21a3ad9d.7287234cf7371b3bb3f76025dc50697ac12c93adf7542cb5c9,240,5,16,0x00000001,1,0,0,0,,,
72,32.854654000,172.16.249.68,110.185.233.150,313,53,57251,1,0,dnscat.2a90016b8c5d53a155bf550001534b97d717c9fbb7fa26d5b024a22a04b3.8f8b782f9e2fe9a30bf101f45cc3bdd8a0ce68e38d24fa42b7c8db20d8b9.f6395a31f03d9ff569843177abd4cfb5e43b70a683c57b846a9b21a3ad9d.7287234cf7371b3bb3f76025dc50697ac12c93adf7542cb5c9,240,5,16,0x00000001,1,1,0,0,dnscat.2a90016b8c5d53a155bf550001534b97d717c9fbb7fa26d5b024a22a04b3.8f8b782f9e2fe9a30bf101f45cc3bdd8a0ce68e38d24fa42b7c8db20d8b9.f6395a31f03d9ff569843177abd4cfb5e43b70a683c57b846a9b21a3ad9d.7287234cf7371b3bb3f76025dc50697ac12c93adf7542cb5c9,35,60
73,32.998701000,110.185.233.150,172.16.249.68,205,57251,53,0,,dnscat.6327016b8c994576e2137f00027569d9259ee51234810a82c8d217fd15f1.331063739de33c8a2ffb0907f3f57a37772edd8efafaf7b9596932ea1042.3464211b08de26a173270e7b8691b7e5f3ea42013835d824fb,179,4,15,0x00000001,1,0,0,0,,,
74,32.999320000,172.16.249.68,110.185.233.150,262,53,57251,1,0,dnscat.6327016b8c994576e2137f00027569d9259ee51234810a82c8d217fd15f1.331063739de33c8a2ffb0907f3f57a37772edd8efafaf7b9596932ea1042.3464211b08de26a173270e7b8691b7e5f3ea42013835d824fb,179,4,15,0x00000001,1,1,0,0,dnscat.6327016b8c994576e2137f00027569d9259ee51234810a82c8d217fd15f1.331063739de33c8a2ffb0907f3f57a37772edd8efafaf7b9596932ea1042.3464211b08de26a173270e7b8691b7e5f3ea42013835d824fb,45,60
75,33.041195000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.55d0017c0f929ed890d1a4009972040796,41,2,5,0x00000001,1,0,0,0,,,
76,33.041720000,172.16.249.68,110.185.233.150,122,53,57251,1,0,dnscat.55d0017c0f929ed890d1a4009972040796,41,2,5,0x00000001,1,1,0,0,dnscat.55d0017c0f929ed890d1a4009972040796,43,60
78,33.184197000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.1c98016b8c118e1d16a98100035db12b91,41,2,5,0x00000001,1,0,0,0,,,
79,33.184806000,172.16.249.68,110.185.233.150,122,53,57251,1,0,dnscat.1c98016b8c118e1d16a98100035db12b91,41,2,5,0x00000001,1,1,0,0,dnscat.1c98016b8c118e1d16a98100035db12b91,43,60
80,34.130795000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.53eb017c0fa092c3c6445c009ac8dbbfd6,41,2,5,0x00000001,1,0,0,0,,,
81,34.131580000,172.16.249.68,110.185.233.150,122,53,57251,1,0,dnscat.53eb017c0fa092c3c6445c009ac8dbbfd6,41,2,5,0x00000001,1,1,0,0,dnscat.53eb017c0fa092c3c6445c009ac8dbbfd6,43,60
82,34.273796000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.1158016b8c696c07672ba20004a00d7e34,41,2,15,0x00000001,1,0,0,0,,,
83,34.274336000,172.16.249.68,110.185.233.150,124,53,57251,1,0,dnscat.1158016b8c696c07672ba20004a00d7e34,41,2,15,0x00000001,1,1,0,0,dnscat.1158016b8c696c07672ba20004a00d7e34,45,60
84,35.221469000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.155d017c0f2946e60b24a7009b7d974c99,41,2,5,0x00000001,1,0,0,0,,,
85,35.222056000,172.16.249.68,110.185.233.150,122,53,57251,1,0,dnscat.155d017c0f2946e60b24a7009b7d974c99,41,2,5,0x00000001,1,1,0,0,dnscat.155d017c0f2946e60b24a7009b7d974c99,43,60
86,35.365444000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.58ee016b8c41e4fc5ceb750005952ce07e,41,2,16,0x00000001,1,0,0,0,,,
87,35.365950000,172.16.249.68,110.185.233.150,114,53,57251,1,0,dnscat.58ee016b8c41e4fc5ceb750005952ce07e,41,2,16,0x00000001,1,1,0,0,dnscat.58ee016b8c41e4fc5ceb750005952ce07e,35,60
88,36.312614000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.055d017c0fab9939d7238f009cf4762e19,41,2,16,0x00000001,1,0,0,0,,,
89,36.313143000,172.16.249.68,110.185.233.150,114,53,57251,1,0,dnscat.055d017c0fab9939d7238f009cf4762e19,41,2,16,0x00000001,1,1,0,0,dnscat.055d017c0fab9939d7238f009cf4762e19,35,60
90,36.457616000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.67e5016b8cdd36f071ee210006944a0370,41,2,16,0x00000001,1,0,0,0,,,
91,36.458178000,172.16.249.68,110.185.233.150,114,53,57251,1,0,dnscat.67e5016b8cdd36f071ee210006944a0370,41,2,16,0x00000001,1,1,0,0,dnscat.67e5016b8cdd36f071ee210006944a0370,35,60
